0,11.27,4.78,0
1,0.19,8.1,0
2,12.01,1.29,1
3,2.78,17.53,0
4,2.57,12.13,0
5,8.55,17.62,0
6,10.96,0.55,0
7,10.12,1.89,0
8,6.26,1.68,0
9,17.2,14.5,0
10,9.42,5.36,0
11,13.96,13.05,0
12,1.96,4.56,0
13,16.57,8.68,1
14,2.78,13.98,1
15,9.79,1.99,0
16,10.85,15.05,1
17,5.65,11.32,1
18,0.09,9.87,0
19,15.69,16.21,0
20,11.19,11.24,0
21,1.64,9.73,0
22,6.2,1.79,0
23,15.09,17.12,1
24,14.5,16.32,0
25,11.22,3.75,1
26,8.16,15.32,0
27,0.48,1.92,0
28,6.16,16.9,0
29,3.48,4.38,0
30,14.74,12.75,0
31,13.48,10.76,0
32,0.66,5.53,1
33,14.61,6.36,0
34,15.15,11.12,0
35,1.2,6.77,0
36,4.23,17.82,0
37,1.92,15.53,0
38,3.9,5.59,0
39,8.75,13.53,0
40,1.75,10.32,0
41,4.9,16.31,0
42,14.91,14.44,1
43,11.62,17.34,0
44,16.39,7.47,0
45,13.86,11.14,0
46,8.69,17.25,0
47,11.22,11.24,1
48,3.65,9.57,0
49,1.05,7.3,0
50,5.8,10.51,0
51,11.27,4.78,0
