0,2.88,16.6,0
1,1.08,6.54,0
2,3.89,0.19,0
3,4.57,1.02,0
4,5.36,11.28,0
5,1.11,1.05,0
6,17.54,0.17,0
7,0.47,7.23,1
8,5.78,15.24,0
9,8.37,1.12,0
10,15,5.21,0
11,10.89,14.39,0
12,4.79,6.51,0
13,6.87,8.91,0
14,11.54,3.77,0
15,16.61,11.63,0
16,16.05,14.3,0
17,4.4,2.25,0
18,16.59,9.12,0
19,13.87,4.57,0
20,8.54,15.12,0
21,17.22,12.12,0
22,6.8,0.21,0
23,9.09,6.04,1
24,5.14,16.76,1
25,7.15,15.72,0
26,15.29,10.69,0
27,1.53,0.11,0
28,7.65,16.83,0
29,12.66,8.33,0
30,0.89,2.24,0
31,6.19,10.04,0
32,2.46,2.34,1
33,11.6,15.24,0
34,2.34,2.36,0
35,14.44,3.16,0
36,15.65,7.45,1
37,6.23,17.92,1
38,14.53,12.64,0
39,5.27,7.08,1
40,7.11,8.01,0
41,4.08,0.94,0
42,12.68,16.6,0
43,6.75,6.55,0
44,4.26,6.39,1
45,8.2,2.72,0
46,15.69,10.97,0
47,10.73,17.36,0
48,14.14,8.98,0
49,9.96,14.91,0
50,5.11,12.8,0
51,2.88,16.6,0
