0,5.62,17.19,0
1,0.38,6.64,0
2,11.22,14.29,0
3,16.69,11.09,0
4,11.39,9.32,1
5,14.48,14.28,0
6,2.06,4.92,0
7,8.88,4.03,0
8,12.72,3.5,1
9,14.28,1.95,0
10,14.89,16.98,0
11,15.2,1.44,0
12,9.08,17.94,0
13,15.61,4.38,0
14,9.97,17.73,0
15,15.98,3.95,0
16,10.49,14.51,0
17,3.63,17.39,0
18,12.64,2.63,0
19,9.1,3.61,0
20,1.96,10.94,0
21,4.68,3.54,0
22,10.62,16.17,0
23,13,2.38,1
24,12.59,17.24,0
25,15.19,4.78,0
26,14.79,13.98,1
27,8.29,13.94,0
28,0.51,8.88,0
29,13.09,8.47,0
30,16.84,17.95,1
31,4.46,4.17,0
32,15.77,0.74,0
33,9.77,5.84,1
34,6.25,14.7,0
35,1.59,2.89,0
36,7.66,15.94,0
37,1.49,2.23,0
38,10,7.9,0
39,9.94,8.51,0
40,14.76,14.35,0
41,13.08,1.71,0
42,10.94,8.83,0
43,0.15,4.43,1
44,6.53,12.84,0
45,7.48,1.45,0
46,1.88,15.86,0
47,17.4,14.29,1
48,11.66,6.94,0
49,12,16.76,0
50,12.43,5.67,0
51,5.62,17.19,0
