0,2.53,1.91,0
1,12.34,7.25,0
2,0.94,13.13,0
3,13.19,1.44,0
4,8.95,7.18,0
5,4.27,8.02,0
6,10.48,3.32,0
7,0.48,5.44,0
8,7.99,5.45,0
9,11.09,7.04,1
10,10.8,6.43,0
11,2.43,9.31,0
12,7.97,10.53,0
13,10.5,7.5,0
14,7.28,6.09,0
15,8.79,13.44,0
16,11.84,10.09,1
17,1.31,6.99,1
18,9.44,4.29,0
19,5.35,11.91,0
20,2.46,7.86,0
21,11.01,8.68,0
22,7.26,11.69,0
23,13.47,9.43,0
24,3.76,7.45,0
25,2.57,8.11,1
26,8.11,8.34,0
27,11.88,11.87,0
28,6.73,10.06,0
29,1.94,11.73,0
30,2.33,3.82,0
31,2.53,1.91,0
