0,5.49,11.68,0
1,1.74,5.39,0
2,2.38,4.26,0
3,6.25,4.56,0
4,11.47,8.6,0
5,1.03,8.26,0
6,11.88,10.09,0
7,5.81,2.02,0
8,8.75,6.22,0
9,13.15,3.98,0
10,13.34,2.91,0
11,10.64,3.46,0
12,5.78,4.62,1
13,12.63,4.67,0
14,2.22,0.72,0
15,5.83,2.35,0
16,5.12,6.11,0
17,4.04,12.74,0
18,8.81,2.24,0
19,0.31,11.15,1
20,2.2,1.86,0
21,3.28,9.85,0
22,1.67,12.65,0
23,10.25,7.93,0
24,1.7,1.97,0
25,4.51,2.67,0
26,8.18,4.64,1
27,6.02,0.52,0
28,5.12,13.23,0
29,12.67,5.76,0
30,13.33,4.54,1
31,5.49,11.68,0
