0,0.57,6.8,0
1,10.96,4.32,0
2,3.55,9.04,0
3,10.81,6.66,0
4,13.38,12.47,0
5,6.75,12.26,0
6,3.03,3.13,0
7,12.04,13.02,0
8,5.76,4.75,0
9,6.76,10.57,0
10,7.06,12.46,0
11,11.27,5.95,1
12,2.25,13.21,1
13,11.19,6,0
14,3.82,12.06,0
15,13.45,1.49,0
16,5.97,0.88,0
17,7.56,3.6,0
18,9.97,4.77,0
19,1.36,4.89,0
20,2.03,0.77,0
21,0.99,13.18,0
22,9.76,0.07,0
23,2.41,6.68,0
24,13.12,9.64,1
25,4.77,11.03,0
26,4.37,0.49,0
27,12.79,9.29,0
28,9.34,3.6,0
29,13.15,10.22,0
30,10.66,4.2,1
31,0.57,6.8,0
