0,10.56,0.25,0
1,5.75,12.91,0
2,0.2,12.7,0
3,6.07,5.77,0
4,12.64,0.77,0
5,8.34,11.29,0
6,13,8.08,0
7,1.9,8,0
8,1.53,4.15,0
9,10.28,7.23,1
10,3.71,5.41,0
11,2,12.22,0
12,2.58,5.37,1
13,10.13,9.73,0
14,12.17,10.46,0
15,13.38,2.49,0
16,7.01,1.89,0
17,4.14,7.83,0
18,2.1,6.2,0
19,11.53,9.45,0
20,7.43,4.62,0
21,12.25,2.55,1
22,0.37,9.29,1
23,7.96,11.16,0
24,3.21,7.3,0
25,4.89,4.07,0
26,1.22,13.81,0
27,11.71,4.35,0
28,5.99,13.4,0
29,8.5,6.69,0
30,4.78,6.12,0
31,10.56,0.25,0
