0,23.53,15.88,0
1,0.01,9.74,0
2,23.61,21.18,0
3,11.97,0.09,0
4,1.84,6.81,0
5,15.33,22.49,1
6,0.55,12.48,0
7,4.38,5.64,0
8,6.57,8.31,0
9,8.18,11.24,1
10,19.75,16.81,0
11,3.99,3.6,0
12,12.29,19.86,0
13,19.67,10.1,0
14,12.09,12.25,1
15,9.58,14.41,1
16,8.56,17.17,0
17,14.01,2.76,0
18,1.05,21.08,0
19,20.97,12.61,0
20,12.2,2.62,0
21,18.05,4.6,0
22,16.32,13,0
23,19.4,7.07,0
24,7.21,7.11,0
25,2.03,4.19,1
26,15.18,16.45,0
27,2.22,17.51,0
28,8.67,1.63,0
29,7.51,18.09,0
30,1.93,5.25,0
31,9.93,14.78,0
32,11.06,24.09,0
33,18.98,9.76,1
34,13.83,25.03,0
35,19.73,10.31,0
36,13.31,14.41,0
37,17.95,5.94,0
38,11.05,0.69,0
39,21.41,4.89,0
40,11.68,14.24,0
41,14.72,15.26,0
42,12.81,0.37,0
43,23.79,21.14,0
44,20.29,11.78,0
45,21.57,25.15,0
46,14.51,17.51,0
47,5.31,22.58,0
48,12.44,24.36,0
49,5.15,7.5,0
50,24.79,11.24,0
51,18.76,11.65,0
52,23.13,24.28,1
53,7.89,17.6,0
54,23.45,1.28,0
55,2.57,3.04,0
56,0.44,9.58,0
57,20.98,12.21,0
58,14.97,9.16,1
59,0.44,0.85,1
60,3.34,13.15,0
61,23.3,4.79,0
62,22.68,10.73,0
63,18.01,14.23,0
64,12.48,15.63,0
65,23.01,1.58,0
66,10.15,4.26,0
67,2.66,24.14,0
68,21.72,13.23,0
69,0.73,2.3,0
70,11.97,12.46,1
71,12.39,12.26,0
72,14.99,1.56,0
73,1.84,24.2,0
74,11.02,17.73,0
75,18.82,11.88,1
76,24.61,19.39,0
77,10.25,14.78,0
78,6.48,16.54,1
79,5.4,19.18,0
80,22.49,22.76,0
81,16.51,21.06,0
82,11.56,10.25,0
83,8.71,21.77,0
84,5.93,18.32,0
85,24.35,22.3,0
86,20.17,7.45,1
87,23.37,17.28,0
88,16.18,18.75,0
89,2.49,15.71,0
90,16.02,1.51,0
91,17.26,10.71,1
92,22.24,12.24,0
93,23.51,19.2,0
94,8.17,2.59,1
95,7.94,16.63,0
96,14.57,4.7,0
97,24.33,22.55,0
98,20.05,10.54,0
99,22.69,2.22,0
100,23.13,15.44,0
101,23.53,15.88,0
