0,6.06,8.73,0
1,21.38,12.06,0
2,19.88,24.22,1
3,23.34,1.64,0
4,23.93,13.76,0
5,22.4,0.06,0
6,20.35,17.42,0
7,10.67,7.9,0
8,23.22,12.37,0
9,4.99,21.69,0
10,9.8,19.28,0
11,11.32,0.41,0
12,19.41,8.87,0
13,11.86,11.93,0
14,11.7,24.07,0
15,6.64,12.94,0
16,16.77,13.87,0
17,4.42,4.36,0
18,11.59,14.19,0
19,8.02,19.45,0
20,10.87,19.72,0
21,22.82,18.54,0
22,4.17,21.54,0
23,15.93,16.01,0
24,6.73,24.28,0
25,5.36,10.25,0
26,5.99,24.9,0
27,19.79,24.74,0
28,21.85,22.45,0
29,17.01,6.81,0
30,0.37,17.49,0
31,4.67,2.19,0
32,23.42,15.62,0
33,14.18,10.58,1
34,9.82,19.95,1
35,12.04,5.71,0
36,19.09,10.04,0
37,10.11,23.84,0
38,12.04,13.99,0
39,5.23,9,0
40,7.04,8.33,0
41,3.06,13.81,0
42,10.04,2.03,1
43,10.36,19.91,0
44,20.36,21.27,1
45,5.81,8.95,0
46,2.84,0.06,0
47,8.2,5.38,0
48,7.99,11.24,0
49,18.47,12.48,0
50,17.41,23.79,0
51,24.7,17.06,0
52,5.22,21.95,0
53,6.02,17.18,0
54,8.41,2.94,0
55,24.2,22.96,0
56,8.81,17.31,0
57,7.32,9.22,0
58,4,14.72,0
59,8.71,19.21,0
60,19.93,9.39,0
61,16.98,17.01,0
62,23.37,24.92,0
63,4.32,10.37,0
64,6.96,22.31,0
65,12.18,18.83,1
66,20.52,0.39,0
67,0.44,15.5,0
68,11.4,20.94,1
69,4.02,4.69,1
70,23.89,22.81,0
71,22.32,1.5,0
72,21.94,10.2,0
73,13.48,23.65,0
74,1.07,8.36,0
75,2.29,0.65,0
76,4.63,11.37,0
77,22.7,3.57,0
78,4.88,5.49,0
79,0.74,4.53,1
80,12.19,14.26,1
81,1.36,18.58,0
82,21.16,12.74,0
83,8.37,23.68,1
84,9.81,22.22,0
85,15.43,24.95,0
86,9.05,0.59,0
87,9.85,15.21,0
88,2.44,12.99,1
89,2.5,24.36,0
90,24.83,24.37,0
91,0.46,3.97,0
92,6.94,0.26,1
93,3.65,16.54,0
94,3.15,12.89,0
95,12.52,15.98,1
96,11.12,8.72,0
97,11.03,18.83,1
98,19.74,10.3,0
99,10.34,0.44,0
100,1.05,4.14,0
101,6.06,8.73,0
