0,12.88,16.19,0
1,21.66,21.33,1
2,5.04,24.02,1
3,23.21,1.38,0
4,19.11,4.2,1
5,21.01,22.68,0
6,23.51,16.94,0
7,19.81,16.72,0
8,0.78,7,0
9,0.81,4.83,1
10,15.24,3.54,0
11,24.77,18.78,1
12,10.5,16.43,0
13,7.86,20.06,0
14,0.5,15.95,0
15,17.52,23.82,1
16,15.13,21.87,0
17,21.64,4.49,0
18,22.6,10.53,0
19,19.6,17.6,0
20,24.26,21.7,0
21,4.74,0.21,0
22,23.26,5.39,1
23,16.69,16.51,0
24,23.9,13.17,0
25,17.81,4.49,0
26,5.64,0.84,0
27,2.24,7.94,1
28,4.88,14.68,0
29,15.22,5.41,0
30,17.59,0.86,0
31,4.88,2.01,0
32,18.89,18.95,0
33,11.15,22.75,0
34,7.26,23.67,0
35,7.67,7.25,0
36,22.92,1.34,1
37,18.22,24.29,0
38,19.14,1.84,1
39,14.82,22.84,0
40,23.22,1.67,0
41,23.81,23.54,1
42,4.62,3.8,0
43,21.78,12.36,0
44,11.41,15.46,0
45,24.87,4.57,0
46,22.19,19.93,0
47,1.13,3.01,0
48,2.52,20.26,0
49,8.56,13.19,0
50,14.03,19.36,0
51,7.59,4.32,0
52,6.66,0.7,0
53,0.17,4.84,1
54,18.3,8.89,0
55,19.47,12.66,0
56,13.49,6.06,1
57,5.06,24.61,0
58,2.23,16.9,0
59,11.83,11.02,0
60,6.84,4.05,0
61,19.35,0.26,0
62,5.97,8.87,0
63,11.26,11.05,0
64,4.27,17.89,0
65,9.85,20.79,0
66,17.81,16.51,0
67,3.29,12.94,0
68,13.06,8.28,0
69,4.58,9.08,0
70,19.58,0.13,0
71,1.89,9.49,0
72,11.78,18.43,0
73,5.09,11.02,0
74,13.75,11.82,0
75,19.5,24,0
76,21.31,23.34,0
77,17.12,25.23,0
78,9.96,14.17,0
79,16.04,24.51,0
80,10.69,1.45,0
81,17.16,18.91,0
82,6.73,13.31,0
83,21.49,3.43,0
84,7.73,24.81,0
85,21.14,3.25,1
86,16.16,3.66,0
87,16.4,20.61,0
88,0.78,5.8,0
89,24.01,16.38,0
90,22.35,8.46,1
91,13.98,13.59,0
92,13.61,4.59,0
93,8.2,4.68,0
94,14.59,17.8,0
95,23.79,24.44,0
96,21.16,2.77,0
97,2.5,17.2,0
98,21.27,0.7,0
99,1.74,7.71,0
100,23.66,12.64,0
101,12.88,16.19,0
